x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,label
0.3825427,-1.4626186,0.47666034,-1.4952562,0.32485768,-1.5248576,0.57988614,-1.3639469,0.21404174,-1.4398482,0.64364326,-0.913093,-0.051612902,-1.086907,0.88652754,-0.40759012,-0.42201138,-0.69449717,1.2721063,-0.37419355,-0.60721064,-0.94041747,0.22770399,0.043263756,-0.22770399,-0.043263756,0.21100569,0.06755218,-0.39165086,0.05388994,0.13358633,0.035673626,-0.30815938,-0.0007590133,0
0.31488407,-1.4495138,0.40613315,-1.4891548,0.2580404,-1.5056096,0.52281225,-1.3717277,0.16529544,-1.420344,0.59012717,-0.9199701,-0.07853403,-1.08003,0.8429319,-0.45325357,-0.4629768,-0.71278983,1.2528048,-0.40837696,-0.6813762,-0.9798055,0.21765146,0.037397157,-0.21765146,-0.037397157,0.18623784,0.023934182,-0.33133882,0.02842184,0.12939416,0.013462977,-0.2580404,-0.023934182,0
0.2695458,-1.4534624,0.3618764,-1.4966493,0.21295607,-1.506329,0.48845866,-1.3804915,0.12807149,-1.4162323,0.5465376,-0.92107224,-0.09977662,-1.0789278,0.8011914,-0.48622486,-0.48845866,-0.73417723,1.2479523,-0.4609084,-0.7267312,-1.0156367,0.21146686,0.033507075,-0.21146686,-0.033507075,0.18615042,-0.0052122115,-0.28592703,0.009679821,0.16232316,-0.009679821,-0.18615042,-0.048399106,0
0.26917404,-1.4469026,0.36061946,-1.4918879,0.21312684,-1.4963127,0.49336284,-1.3797935,0.13495575,-1.4067109,0.5405605,-0.9166667,-0.08480826,-1.0833334,0.8193215,-0.49483776,-0.47566372,-0.7536873,1.2470502,-0.4918879,-0.7278761,-1.0442477,0.20132743,0.036135692,-0.20132743,-0.036135692,0.15412979,-0.036135692,-0.2839233,-0.02581121,0.117256634,-0.028761063,-0.22492625,-0.06120944,0
0.27979276,-1.4448557,0.3715766,-1.4907476,0.22649889,-1.4944485,0.5062916,-1.3797188,0.15247965,-1.4048853,0.5492228,-0.9133975,-0.071058474,-1.0866026,0.8364175,-0.5062916,-0.469282,-0.7735011,1.2686899,-0.53441894,-0.74759436,-1.0666174,0.19985196,0.037009623,-0.19985196,-0.037009623,0.13767579,-0.03997039,-0.2916358,-0.037009623,0.09030348,-0.031088082,-0.2635085,-0.06661732,0
0.29594097,-1.4457564,0.38450184,-1.4907749,0.23690037,-1.494465,0.5114391,-1.3800738,0.15571956,-1.403321,0.5483395,-0.9166052,-0.061254613,-1.0833949,0.84649444,-0.5180812,-0.4819188,-0.78819185,1.2656827,-0.5712177,-0.76383764,-1.1070111,0.19852398,0.036900368,-0.19852398,-0.036900368,0.15424354,-0.0398524,-0.30774906,-0.03099631,0.11143912,-0.032472324,-0.2885609,-0.06642067,0
0.2767857,-1.4508928,0.3735119,-1.4903274,0.2217262,-1.5022322,0.5014881,-1.3683035,0.13839285,-1.4107143,0.5401786,-0.91443455,-0.08779762,-1.0855654,0.85863096,-0.5401786,-0.5119048,-0.8095238,1.2723215,-0.57589287,-0.8110119,-1.1309524,0.20386904,0.035714287,-0.20386904,-0.035714287,0.16964285,-0.055059522,-0.29761904,-0.05357143,0.12648809,-0.04613095,-0.29315478,-0.078869045,0
0.29944134,-1.4465549,0.39180633,-1.4815643,0.24581006,-1.4986964,0.510987,-1.360149,0.15791434,-1.4145252,0.5616387,-0.9102421,-0.07150838,-1.0897579,0.8834264,-0.5363129,-0.49906892,-0.81713223,1.2916201,-0.56014895,-0.8119181,-1.1538175,0.20707636,0.040223464,-0.20707636,-0.040223464,0.16685289,-0.03575419,-0.35605213,-0.037243947,0.09981378,-0.031284917,-0.37392923,-0.06703911,0
0.3097643,-1.4448185,0.40553686,-1.4822297,0.25589225,-1.5009353,0.52674896,-1.3602693,0.16760194,-1.4186307,0.5686495,-0.9001122,-0.07033296,-1.0998877,0.89786756,-0.5147774,-0.5087916,-0.82828283,1.3049009,-0.5297419,-0.8080808,-1.1769547,0.21099888,0.04339693,-0.21099888,-0.04339693,0.18855219,-0.034418255,-0.33071455,-0.031425364,0.13617659,-0.031425364,-0.34268612,-0.06734007,0
0.3340892,-1.4474679,0.430839,-1.4799697,0.28117913,-1.5064248,0.5457294,-1.350718,0.18594104,-1.425548,0.585034,-0.9002268,-0.057445202,-1.0997733,0.91156465,-0.49130765,-0.5064248,-0.8238851,1.3197279,-0.50188965,-0.8057445,-1.1798942,0.2101285,0.043839756,-0.2101285,-0.043839756,0.17838247,-0.040816326,-0.32955405,-0.04988662,0.123960696,-0.02116402,-0.32804233,-0.06802721,0
0.32992035,-1.4486159,0.42700037,-1.4842625,0.273796,-1.5070156,0.54379976,-1.3576033,0.17974971,-1.4243459,0.577171,-0.8904058,-0.06750095,-1.1095942,0.8896473,-0.47023132,-0.516496,-0.82138795,1.3052711,-0.48084944,-0.79560107,-1.1634433,0.21463785,0.043989383,-0.21463785,-0.043989383,0.25255972,-0.06370876,-0.26924536,-0.06522564,0.20250285,-0.022753129,-0.26924536,-0.06674251,0
0.33359253,-1.4533437,0.43157077,-1.488336,0.27604976,-1.5163296,0.5435459,-1.3615863,0.17340592,-1.4401244,0.57465005,-0.8895801,-0.08631415,-1.1104199,0.84836704,-0.46034214,-0.5419907,-0.82348365,1.2900467,-0.47122863,-0.8312597,-1.1547434,0.21850699,0.045101088,-0.21850699,-0.045101088,0.24650078,-0.07465008,-0.29004666,-0.08242613,0.18118195,-0.02177294,-0.29471228,-0.07620529,0
0.31166798,-1.4620204,0.4119029,-1.5003915,0.2521535,-1.523101,0.53249806,-1.3688332,0.15035239,-1.4361786,0.5559906,-0.88488644,-0.106499605,-1.1151135,0.83163667,-0.44479248,-0.57478464,-0.83320284,1.2826939,-0.47298357,-0.86139387,-1.165231,0.22083007,0.04228661,-0.22083007,-0.04228661,0.2991386,-0.07987471,-0.22239624,-0.07361002,0.2678152,-0.02349256,-0.18324198,-0.07361002,0
0.3276342,-1.4664016,0.42942345,-1.5069582,0.2671968,-1.5276341,0.55347914,-1.3757455,0.16699801,-1.4393638,0.56779325,-0.8827038,-0.09542744,-1.1172962,0.8604374,-0.427833,-0.5852883,-0.84135187,1.3089464,-0.45328033,-0.87634194,-1.179324,0.22107355,0.042942345,-0.22107355,-0.042942345,0.29264414,-0.08111332,-0.21312127,-0.071570575,0.2719682,-0.007952286,-0.17017892,-0.0667992,0
0.3063352,-1.4731355,0.4105854,-1.5076183,0.24859664,-1.5388933,0.52606255,-1.3680834,0.14113873,-1.4530874,0.5549318,-0.8869286,-0.11868484,-1.1130713,0.840417,-0.4234162,-0.606255,-0.82277465,1.2991179,-0.44747394,-0.89334404,-1.1796311,0.22774659,0.04009623,-0.22774659,-0.04009623,0.3159583,-0.094627105,-0.22453889,-0.08821171,0.2999198,-0.012830794,-0.17161188,-0.08179631,0
0.28697044,-1.4708233,0.38928857,-1.5059952,0.2246203,-1.5355716,0.50119907,-1.3685052,0.112709835,-1.4484413,0.53317344,-0.89528376,-0.13509193,-1.1047162,0.8177458,-0.43485212,-0.6099121,-0.8057554,1.2845724,-0.46043167,-0.91526777,-1.1846523,0.22781774,0.036770582,-0.22781774,-0.036770582,0.33493206,-0.110311754,-0.24380496,-0.10071942,0.3141487,-0.017585931,-0.17985612,-0.08473221,0
0.31154156,-1.4761904,0.41323647,-1.5108958,0.24858756,-1.5399516,0.52945924,-1.369653,0.13559322,-1.448749,0.5682002,-0.8942696,-0.11783697,-1.1057304,0.85552865,-0.43018565,-0.5875706,-0.79418886,1.3139628,-0.4511703,-0.92655367,-1.1848265,0.23244552,0.041162226,-0.23244552,-0.041162226,0.2986279,-0.08313156,-0.3260694,-0.09927361,0.26150122,-0.013720742,-0.3212268,-0.07828894,0
0.31944445,-1.4828432,0.42728758,-1.5204248,0.25898692,-1.5490196,0.5498366,-1.382353,0.15114379,-1.4632353,0.5857843,-0.89297384,-0.111928105,-1.1070261,0.873366,-0.4256536,-0.5874183,-0.79901963,1.3374183,-0.43382353,-0.91094774,-1.1674837,0.2361111,0.04493464,-0.2361111,-0.04493464,0.31944445,-0.111928105,-0.30964053,-0.11846405,0.2769608,-0.0089869285,-0.30310458,-0.085784316,0
0.35318106,-1.4755301,0.4608483,-1.5097879,0.29282218,-1.540783,0.58482873,-1.3662317,0.18026102,-1.4502447,0.62071776,-0.89722675,-0.061174553,-1.1027732,0.911093,-0.43556282,-0.53099513,-0.7862969,1.3776509,-0.44861338,-0.8768352,-1.1533442,0.23083198,0.05057096,-0.23083198,-0.05057096,0.25367048,-0.08319739,-0.40375203,-0.0995106,0.18352365,-0.017944535,-0.43964112,-0.08319739,0
0.34838194,-1.4678386,0.45065922,-1.5009989,0.29244906,-1.5293647,0.5689173,-1.3631642,0.18697563,-1.4422693,0.60727125,-0.8885338,-0.06871754,-1.1114663,0.8821414,-0.44186977,-0.53695565,-0.8126249,1.3423891,-0.47542948,-0.86935675,-1.1514183,0.23012385,0.048741512,-0.23012385,-0.048741512,0.29085097,-0.07750699,-0.34838194,-0.08389932,0.2445066,0.0007990411,-0.3707551,-0.058330003,0
0.33919498,-1.4630715,0.43923408,-1.4982415,0.2797968,-1.5224698,0.55646735,-1.3606877,0.17819461,-1.4310278,0.5877296,-0.8862837,-0.07815553,-1.1137162,0.9066042,-0.46737006,-0.54239935,-0.8292302,1.328644,-0.50957406,-0.8534584,-1.1559203,0.22665104,0.046893317,-0.22665104,-0.046893317,0.2954279,-0.0734662,-0.31887457,-0.07033998,0.24540836,0.0015631106,-0.37202033,-0.042203985,0
0.3342318,-1.4547555,0.4328071,-1.4924914,0.2787832,-1.5132846,0.55602616,-1.3654217,0.18174817,-1.4301116,0.58991146,-0.89564884,-0.06623027,-1.1043512,0.9195225,-0.464382,-0.51906043,-0.8117058,1.3107432,-0.5044282,-0.8332692,-1.1505584,0.22333461,0.04543704,-0.22333461,-0.04543704,0.27724296,-0.07316134,-0.3573354,-0.06237967,0.20639199,0.008471313,-0.42048517,-0.043896805,0
0.3434967,-1.4581243,0.44538787,-1.4936318,0.28791973,-1.5183327,0.5658047,-1.3608645,0.19220378,-1.4349672,0.60285604,-0.8938634,-0.053261288,-1.1061367,0.93631804,-0.4577383,-0.5071401,-0.80277884,1.309919,-0.5009649,-0.8205326,-1.150135,0.22307989,0.045542262,-0.22307989,-0.045542262,0.21227325,-0.074874565,-0.45928213,-0.084137395,0.1119259,-0.00077190273,-0.5349286,-0.050173678,0
0.3529412,-1.4535604,0.4520124,-1.4953561,0.2972136,-1.5108359,0.58204335,-1.374613,0.20743035,-1.4264706,0.628483,-0.8993808,-0.049535602,-1.1006192,0.9597523,-0.43034056,-0.5232198,-0.8126935,1.2879257,-0.503096,-0.82198143,-1.1687306,0.22910216,0.041795667,-0.22910216,-0.041795667,0.24613003,-0.091331266,-0.43343654,-0.09442724,0.14396285,0.0046439627,-0.48916408,-0.047987618,0
0.28762278,-1.4852653,0.39607072,-1.5206287,0.23418468,-1.5453831,0.53280944,-1.3768173,0.14145383,-1.4499018,0.56738704,-0.88722986,-0.1367387,-1.1127701,0.84400785,-0.39528486,-0.5768173,-0.7842829,1.1363457,-0.45658153,-0.8691552,-1.1489195,0.24047151,0.025933202,-0.24047151,-0.025933202,0.36463654,-0.08880157,-0.24675836,-0.07151277,0.30491158,0.008644401,-0.23418468,-0.04636542,0
0.30807045,-1.471528,0.41130683,-1.5157722,0.2458009,-1.539533,0.53256863,-1.3904138,0.13928717,-1.4575994,0.59156084,-0.88734126,-0.1442032,-1.1126587,0.87341255,-0.39328143,-0.62761164,-0.78164685,1.2240884,-0.44735765,-0.9242114,-1.1978698,0.25399426,0.029496107,-0.25399426,-0.029496107,0.4080295,-0.14092585,-0.23760754,-0.11142974,0.3244572,0.009832036,-0.25071692,-0.0540762,0
0.33770493,-1.4721311,0.4409836,-1.5122951,0.27704918,-1.5393443,0.5622951,-1.3819672,0.17213115,-1.4557377,0.6147541,-0.88442624,-0.10655738,-1.1155738,0.9,-0.39508197,-0.5885246,-0.7762295,1.2508197,-0.4557377,-0.89836067,-1.197541,0.25081968,0.032786883,-0.25081968,-0.032786883,0.40655738,-0.13114753,-0.28196722,-0.10491803,0.3114754,0.029508196,-0.3147541,-0.03442623,0
0.31160313,-1.4686347,0.41492414,-1.5104551,0.24764247,-1.5407954,0.5297253,-1.3833538,0.13120131,-1.4645346,0.5854859,-0.8864289,-0.15416154,-1.1135712,0.89708894,-0.400164,-0.64780647,-0.80442804,1.2382123,-0.45264453,-0.93644935,-1.2242723,0.25420254,0.03608036,-0.25420254,-0.03608036,0.4477245,-0.13940139,-0.2099221,-0.10824108,0.38376385,0.022960229,-0.19844198,-0.05084051,0
0.3166316,-1.487158,0.42442104,-1.5301052,0.25094736,-1.5595789,0.5456842,-1.3995789,0.13473684,-1.4804211,0.6096842,-0.872421,-0.16673684,-1.127579,0.96673685,-0.45473683,-0.66021055,-0.90273684,1.2833685,-0.5018947,-0.9650526,-1.288421,0.26442105,0.043789472,-0.26442105,-0.043789472,0.448,-0.12968421,-0.22231579,-0.09936842,0.38063157,0.03031579,-0.23073684,-0.040421054,0
0.34633124,-1.4767295,0.45031446,-1.5102725,0.28092244,-1.5421383,0.5710692,-1.3719077,0.15681341,-1.4582809,0.6549266,-0.8687631,-0.14675052,-1.1312369,1.0641509,-0.54255766,-0.6498952,-1.0976939,1.302306,-0.60125786,-0.95513624,-1.4532495,0.2725367,0.054507338,-0.2725367,-0.054507338,0.4033543,-0.14675052,-0.37819707,-0.15178198,0.29098532,-0.012578616,-0.4821803,-0.07631027,0
0.33574298,-1.4417671,0.4369478,-1.471486,0.27309236,-1.5020081,0.55261046,-1.3413655,0.15421687,-1.4248996,0.6361446,-0.875502,-0.1493976,-1.124498,1.102008,-0.6811245,-0.6361446,-1.1550201,1.2530121,-0.6698795,-0.951004,-1.5369478,0.26184738,0.051405624,-0.26184738,-0.051405624,0.34698796,-0.12530121,-0.40481928,-0.14136547,0.23293173,-0.038554218,-0.5172691,-0.08995984,0
0.2821884,-1.4537227,0.38584945,-1.4833401,0.2196627,-1.5170711,0.5043192,-1.3525298,0.09461127,-1.4438503,0.61949813,-0.8786508,-0.21308103,-1.1213492,1.1065406,-0.7091732,-0.7215138,-1.237351,1.2052653,-0.7815714,-1.0867956,-1.6194981,0.27560675,0.051830523,-0.27560675,-0.051830523,0.36939532,-0.12751953,-0.3907857,-0.14397368,0.26573426,-0.02221308,-0.45989305,-0.08144797,0
0.2607952,-1.4784095,0.37195382,-1.5117571,0.20094058,-1.5433946,0.50876445,-1.3783668,0.08636169,-1.4672937,0.6489953,-0.8798632,-0.22830269,-1.1201369,1.1415135,-0.7045746,-0.7498931,-1.2808893,1.148354,-0.80461735,-1.1415135,-1.6271911,0.28986746,0.053014107,-0.28986746,-0.053014107,0.36169302,-0.14878154,-0.4283882,-0.14878154,0.24369389,0.010260795,-0.50876445,-0.053014107,0
0.23382226,-1.4831752,0.34771356,-1.5202761,0.16824849,-1.5444349,0.48921484,-1.3830888,0.05608283,-1.4564279,0.6410699,-0.87748057,-0.23209664,-1.1225194,1.1138912,-0.6997412,-0.76531494,-1.3433995,1.1207938,-0.80931836,-1.1932701,-1.6380501,0.28904226,0.05608283,-0.28904226,-0.05608283,0.3580673,-0.17687662,-0.46850732,-0.19068162,0.24762726,-0.031924073,-0.566868,-0.09059534,0
0.26375547,-1.4855895,0.36506552,-1.5152838,0.18689956,-1.5441048,0.48733625,-1.3746725,0.04366812,-1.4515284,0.6131004,-0.8628821,-0.24104804,-1.1371179,1.1231441,-0.720524,-0.77729255,-1.3606987,1.1371179,-0.80349344,-1.3641921,-1.6414847,0.2812227,0.06375546,-0.2812227,-0.06375546,0.3441048,-0.123144105,-0.5362446,-0.16331878,0.22183406,-0.0026200872,-0.7213974,-0.058515284,0
0.29424492,-1.4738208,0.39117265,-1.5162268,0.20424059,-1.5352662,0.50540894,-1.3855474,0.053656425,-1.4400692,0.6715708,-0.86629164,-0.20943315,-1.1337084,1.1250541,-0.67503244,-0.71657294,-1.3890091,1.1250541,-0.73215055,-1.2600605,-1.5949805,0.29424492,0.058848985,-0.29424492,-0.058848985,0.19039378,-0.16270013,-0.7788836,-0.2146257,-0.010385115,-0.017308524,-1.0627434,-0.069234096,0
0.26020408,-1.4702381,0.35544217,-1.5093538,0.17176871,-1.5255102,0.46768707,-1.3775511,0.023809524,-1.4226191,0.57653064,-0.86564624,-0.23979592,-1.1343538,1.0527211,-0.7219388,-0.75680274,-1.3613945,1.0595238,-0.8426871,-1.3248299,-1.5858843,0.27040815,0.04336735,-0.27040815,-0.04336735,0.3622449,-0.125,-0.3690476,-0.14030612,0.28061223,-0.014455782,-0.40646258,-0.07227891,0
0.24708423,-1.4730022,0.3438445,-1.5110152,0.162419,-1.5291576,0.46825054,-1.3771058,0.01900648,-1.4280777,0.5822894,-0.863067,-0.2488121,-1.1369331,1.0488122,-0.7118791,-0.77926564,-1.3546436,1.062635,-0.8647948,-1.3840172,-1.5637149,0.27473003,0.04838013,-0.27473003,-0.04838013,0.36457884,-0.15723541,-0.40086395,-0.17278618,0.27818576,-0.01900648,-0.48207343,-0.08293737,0
0.2522996,-1.4848883,0.35041612,-1.5225581,0.16469558,-1.5400789,0.47306177,-1.3832676,0.021024967,-1.4314499,0.60972404,-0.86990803,-0.24178712,-1.130092,1.0827858,-0.7113447,-0.7814279,-1.34735,1.0827858,-0.8970653,-1.4191853,-1.5628558,0.28383705,0.05781866,-0.28383705,-0.05781866,0.3328953,-0.18396847,-0.5361367,-0.20499343,0.22426632,-0.022777047,-0.7130968,-0.08059571,0
0.19982548,-1.4851658,0.30104712,-1.5270506,0.12129145,-1.5331588,0.44415358,-1.3926702,0.002617801,-1.421466,0.59773123,-0.87521815,-0.2486911,-1.1247818,1.0619546,-0.71291447,-0.7809773,-1.3376963,1.0724258,-0.86736476,-1.3900523,-1.5471205,0.28359511,0.05322862,-0.28359511,-0.05322862,0.36038396,-0.17888308,-0.4808028,-0.18586387,0.28010473,-0.02181501,-0.58202446,-0.079406634,0
0.18381706,-1.4898857,0.28583992,-1.5329815,0.10466139,-1.537379,0.43359718,-1.4019349,-0.011433597,-1.4283202,0.60246265,-0.8751099,-0.26121372,-1.1248901,1.0598065,-0.7159191,-0.80474937,-1.353562,1.0633246,-0.83817065,-1.4379947,-1.5655233,0.28583992,0.059806507,-0.28583992,-0.059806507,0.3175022,-0.1759015,-0.5532102,-0.18645558,0.23306948,-0.029903254,-0.7097625,-0.079155676,0
0.18215272,-1.5151794,0.28886846,-1.5611776,0.101195954,-1.5648574,0.45078197,-1.4296228,-0.016559338,-1.4553818,0.6642134,-0.86660534,-0.29438823,-1.1333947,1.0358785,-0.64397424,-0.87948483,-1.4047838,0.9880405,-0.80680776,-1.5105796,-1.6163753,0.3072677,0.064397424,-0.3072677,-0.064397424,0.3146274,-0.26310948,-0.56853724,-0.28334868,0.18215272,-0.07727691,-0.6826127,-0.1324747,0
0.21301775,-1.4974966,0.3186163,-1.5584888,0.13654985,-1.5493855,0.49704143,-1.4446973,0.034592625,-1.4374146,0.7337278,-0.9076013,-0.20573509,-1.0923988,0.91579425,-0.67182523,-0.82476103,-1.3545744,0.54802,-0.86481565,-1.3855257,-1.5857989,0.30405098,0.06554393,-0.30405098,-0.06554393,0.041875284,-0.298589,-0.91579425,-0.32043695,-0.18570778,-0.10559855,-1.1087847,-0.13290851,0
0.20658135,-1.5146252,0.3199269,-1.5658135,0.12614259,-1.5786107,0.4771481,-1.4268738,0.0018281536,-1.4698355,0.6892139,-0.8510055,-0.2760512,-1.1489946,0.8610603,-0.5091408,-0.8537477,-1.3720293,0.6855576,-0.6151737,-1.4570384,-1.5740402,0.31261426,0.04844607,-0.31261426,-0.04844607,0.28702012,-0.22577697,-0.5612431,-0.26965266,0.11151737,-0.041133456,-0.606947,-0.12157221,0
0.30454966,-1.5106778,0.42339832,-1.5710306,0.22284123,-1.5756732,0.5942433,-1.4363974,0.103992574,-1.4661095,0.79851437,-0.8588672,-0.17270195,-1.1411328,0.906221,-0.48746517,-0.76694524,-1.352832,0.5273909,-0.73444754,-1.3927577,-1.5831012,0.31569174,0.084493965,-0.31569174,-0.084493965,-0.10213556,-0.15320334,-0.99535745,-0.24419685,-0.4883937,0.015784588,-1.3556174,-0.04549675,0
0.2583096,-1.5337132,0.37606838,-1.5840455,0.17473884,-1.6001899,0.54320985,-1.4396961,0.037986703,-1.4919279,0.73694205,-0.8300095,-0.2905983,-1.1699905,0.81671417,-0.27540362,-0.8774929,-1.3846154,0.6495727,-0.31528965,-1.5612535,-1.5992403,0.334283,0.09116809,-0.334283,-0.09116809,0.17853752,-0.19373219,-0.82241213,-0.29249763,-0.026590694,0.03988604,-1.0351377,-0.04368471,0
0.32755297,-1.522158,0.45857418,-1.5722543,0.2504817,-1.5895953,0.63583815,-1.4229287,0.1194605,-1.4816955,0.7899807,-0.8352601,-0.19075145,-1.1647398,0.7013487,-0.45183045,-0.8073218,-1.3978806,0.23121387,-0.71387285,-1.4701349,-1.6021194,0.3236994,0.095375724,-0.3236994,-0.095375724,0.077071294,-0.23603083,-0.9479769,-0.3362235,-0.113680154,-0.024084779,-1.0828516,-0.097302504,0
0.337132,-1.5042735,0.4624881,-1.5698006,0.25356126,-1.5783476,0.6334283,-1.4188035,0.10921177,-1.4472934,0.77018046,-0.91927826,-0.11490978,-1.0807217,0.35992402,-0.9344729,-0.7511871,-1.3580247,-0.7758784,-1.2288699,-1.4349477,-1.5830959,0.30674264,0.0702754,-0.30674264,-0.0702754,-0.37701803,-0.32478634,-1.1823362,-0.42924976,-0.665717,-0.15574549,-1.4102564,-0.19563153,0
0.40884522,-1.5095823,0.55036855,-1.5734644,0.31842753,-1.5921376,0.7312039,-1.417199,0.16904177,-1.4830467,0.7744472,-0.84717447,-0.17690417,-1.1528256,0.7312039,-0.42063883,-0.8275184,-1.3513514,0.4127764,-0.63292384,-1.4447174,-1.6668304,0.33415234,0.074692875,-0.33415234,-0.074692875,-0.22014742,-0.1985258,-1.2206389,-0.29090908,-0.5110565,0.023587223,-1.4014742,-0.037346438,0
0.25810057,-1.6156424,0.41005588,-1.6815642,0.17765363,-1.6837989,0.65139663,-1.5162011,0.06592179,-1.5497206,0.8882682,-0.8111732,-0.27597764,-1.1888268,0.95083797,-0.36871508,-1.0156424,-1.4324023,0.45027933,-0.80223465,-1.7642459,-1.7407821,0.38324022,0.10055866,-0.38324022,-0.10055866,0.31620112,-0.31955308,-0.8614525,-0.375419,0.048044693,-0.040223464,-0.9709497,-0.16759777,0
