x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,angle_L_elbow,angle_R_elbow,angle_L_shoulder,angle_R_shoulder,angle_L_hip,angle_R_hip,angle_L_knee,angle_R_knee,label
-0.14125201,-1.3603531,-0.07704655,-1.4213483,-0.20866774,-1.4157304,0.025682183,-1.3731942,-0.28892455,-1.3555378,0.2953451,-1.0232744,-0.46548957,-0.9767255,0.74157304,-1.0369182,-0.918138,-0.99839485,1.0979133,-1.0176564,-1.3611557,-0.96147674,0.23434992,-0.010433387,-0.23434992,0.010433387,0.4622793,0.5882825,-0.3916533,0.6492777,0.6484751,1.4069021,-0.6163724,1.4518459,175.1546630859375,172.4955596923828,95.19759368896484,105.91897583007812,155.71200561523438,152.9889678955078,171.9722900390625,178.1905059814453,0
-0.15396953,-1.3592622,-0.08981556,-1.4218123,-0.2213312,-1.4137931,0.01924619,-1.3785084,-0.29831597,-1.3544507,0.29190058,-1.0224539,-0.4651163,-0.9775461,0.72814757,-1.0400963,-0.9302326,-0.9935846,1.0938252,-1.021652,-1.3600641,-0.9599038,0.23736969,-0.01042502,-0.23736969,0.01042502,0.48436248,0.5765838,-0.41379312,0.6583801,0.62229353,1.392943,-0.6447474,1.4506817,174.79669189453125,173.54461669921875,95.40010833740234,104.95596313476562,154.0960693359375,151.787841796875,166.77037048339844,178.97970581054688,0
-0.13754497,-1.3610556,-0.07037185,-1.4226309,-0.20471811,-1.4146341,0.038384646,-1.3730508,-0.28468612,-1.3514594,0.30707717,-1.0235906,-0.45741704,-0.97640944,0.7485006,-1.0411835,-0.92443025,-0.970012,1.109956,-1.0291883,-1.3594562,-0.92203116,0.23670532,-0.008796481,-0.23670532,0.008796481,0.47980806,0.5685726,-0.435026,0.6565374,0.58216715,1.387445,-0.6781287,1.445022,175.81692504882812,174.49087524414062,96.24919128417969,101.84242248535156,153.19944763183594,150.34957885742188,164.29135131835938,179.8846435546875,0
-0.12351544,-1.3515439,-0.057007127,-1.4140934,-0.19319081,-1.4061757,0.047505938,-1.3673793,-0.27553445,-1.3475851,0.31037214,-1.0229613,-0.44655582,-0.9770388,0.74742675,-1.0356295,-0.89311165,-0.96199524,1.0958036,-1.0261283,-1.3111639,-0.9057799,0.23436263,-0.007917657,-0.23436263,0.007917657,0.4750594,0.56057006,-0.4307205,0.6476643,0.5732383,1.3697546,-0.67141724,1.4235946,176.7775421142578,174.27085876464844,95.94276428222656,100.22819519042969,152.769775390625,150.77947998046875,163.97019958496094,179.8286590576172,0
-0.12351544,-1.3515439,-0.057007127,-1.4140934,-0.19319081,-1.4061757,0.047505938,-1.368171,-0.27553445,-1.3475851,0.31037214,-1.0229613,-0.44655582,-0.9770388,0.74742675,-1.0356295,-0.89311165,-0.96278703,1.0958036,-1.0261283,-1.3143309,-0.9049881,0.23436263,-0.007917657,-0.23436263,0.007917657,0.4750594,0.55898654,-0.4307205,0.6476643,0.5732383,1.3697546,-0.67141724,1.4235946,176.7775421142578,174.0147247314453,95.94276428222656,100.32967376708984,152.71234130859375,150.77947998046875,163.8993682861328,179.8286590576172,0
-0.11356467,-1.3564669,-0.050473187,-1.4187697,-0.18611987,-1.4132493,0.050473187,-1.3730284,-0.27129337,-1.3548896,0.30914825,-1.022082,-0.44479495,-0.97791797,0.7539432,-1.0347003,-0.8927445,-0.9597792,1.104101,-1.0212934,-1.3154575,-0.90457416,0.23343849,-0.007886435,-0.23343849,0.007886435,0.46687698,0.5599369,-0.43217665,0.6451104,0.56782335,1.3643533,-0.6687697,1.4148265,176.18231201171875,174.8782501220703,95.8941879272461,99.7822036743164,153.38265991210938,150.57725524902344,164.8045654296875,179.76425170898438,0
-0.11067194,-1.3581028,-0.04743083,-1.4229249,-0.18339922,-1.4150198,0.050592884,-1.3786561,-0.26877472,-1.3565217,0.30988142,-1.0197629,-0.4458498,-0.9802371,0.75889325,-1.0268775,-0.8980237,-0.9573122,1.1162056,-1.0086956,-1.315415,-0.9035573,0.2339921,-0.007905139,-0.2339921,0.007905139,0.45533597,0.5644269,-0.43636364,0.6466403,0.5660079,1.373913,-0.67351776,1.424506,176.1792449951172,175.5637664794922,95.19692993164062,99.19864654541016,154.5673370361328,150.31910705566406,166.64163208007812,179.3756561279297,0
-0.09478673,-1.3680885,-0.031595577,-1.4304898,-0.16745655,-1.4241706,0.069510266,-1.3799368,-0.24960506,-1.3609794,0.32543445,-1.0134281,-0.4265403,-0.9865719,0.764613,-1.0118483,-0.87835705,-0.9589257,1.1311216,-0.9944708,-1.2969984,-0.9020537,0.23064771,-0.003949447,-0.23064771,0.003949447,0.42969984,0.5853081,-0.41390204,0.6469194,0.578199,1.3894155,-0.6508689,1.4304898,177.49148559570312,175.76519775390625,95.15805053710938,97.68536376953125,155.9707794189453,152.9049072265625,171.79818725585938,179.08184814453125,0
-0.0852071,-1.372781,-0.018934911,-1.4343195,-0.1546351,-1.4295858,0.082051285,-1.3838264,-0.2366864,-1.3712032,0.33451676,-1.0106509,-0.41972387,-0.9893491,0.77633137,-1.0122288,-0.87731755,-0.96962523,1.1455622,-0.99013805,-1.3001972,-0.91203153,0.23037475,-0.0015779092,-0.23037475,0.0015779092,0.41656804,0.609073,-0.41025642,0.65483236,0.58698225,1.390138,-0.6374754,1.4311637,176.3715057373047,174.7125244140625,96.09700775146484,98.3497085571289,157.15065002441406,153.78660583496094,175.35104370117188,179.08184814453125,0
-0.0851735,-1.3730284,-0.018927446,-1.4345425,-0.15457413,-1.4298108,0.08201893,-1.3840694,-0.23659305,-1.3714511,0.33438486,-1.0102524,-0.41955835,-0.98974764,0.77602524,-1.0126183,-0.8769716,-0.9708202,1.1451104,-0.9905363,-1.2996845,-0.91246057,0.23028392,-0.0023659307,-0.23028392,0.0023659307,0.4164038,0.60962147,-0.41009465,0.65378547,0.5867508,1.3888012,-0.63722396,1.4298108,176.2691650390625,174.50894165039062,96.20389556884766,98.43152618408203,157.18727111816406,153.7678985595703,175.41639709472656,179.11727905273438,0
-0.08192202,-1.3714061,-0.015754234,-1.4304844,-0.1480898,-1.4273336,0.08822371,-1.3800709,-0.23001182,-1.3698306,0.33398977,-1.008271,-0.41591176,-0.991729,0.77195746,-1.0090587,-0.86648285,-0.97361165,1.1437573,-0.9791256,-1.2871209,-0.91768414,0.22686097,-0.0015754234,-0.22686097,0.0015754234,0.39385584,0.617566,-0.40015754,0.65064985,0.58920836,1.3910989,-0.6270185,1.4320599,175.29400634765625,174.7290496826172,96.17738342285156,98.47333526611328,158.8310089111328,154.2753143310547,179.07887268066406,178.75933837890625,0
-0.06782334,-1.3706625,0.0015772871,-1.4298108,-0.1340694,-1.4282334,0.10883281,-1.3809148,-0.20977917,-1.3738171,0.34542587,-1.0055205,-0.4022082,-0.9944795,0.79652995,-1.0031545,-0.8533123,-0.9818612,1.1782334,-0.96924293,-1.2791798,-0.9219243,0.22555205,-0.00078864355,-0.22555205,0.00078864355,0.3895899,0.6317035,-0.3895899,0.65851736,0.6104101,1.3966877,-0.6072555,1.4408517,175.2234344482422,173.5910186767578,96.50325012207031,98.46268463134766,158.6568145751953,155.93113708496094,178.43814086914062,178.45590209960938,0
-0.055074744,-1.3642801,0.014162078,-1.4240755,-0.12116444,-1.4217151,0.11801731,-1.3760818,-0.19984265,-1.3705744,0.35405192,-1.0015736,-0.39181748,-0.99842644,0.80094415,-0.99763966,-0.8418568,-0.9834776,1.1723052,-0.95830053,-1.263572,-0.9221086,0.22187254,0.00078678207,-0.22187254,-0.00078678207,0.3855232,0.64122736,-0.37922895,0.6601102,0.62155783,1.4028324,-0.59323364,1.440598,174.4573974609375,173.6227569580078,97.00778198242188,97.76487731933594,158.1538848876953,156.94012451171875,177.11485290527344,178.0592041015625,0
-0.043613706,-1.364486,0.028037382,-1.4221184,-0.105919,-1.4244548,0.12772585,-1.373053,-0.18691589,-1.3746105,0.35514018,-1.0007788,-0.3800623,-0.9992212,0.80062306,-0.9922118,-0.8255452,-0.9859813,1.1744548,-0.9478193,-1.2429906,-0.9213396,0.2211838,0.0023364485,-0.2211838,-0.0023364485,0.37694705,0.64563864,-0.3707165,0.65342677,0.62616825,1.385514,-0.576324,1.4197819,174.32952880859375,172.89996337890625,96.50458526611328,97.35301208496094,158.7825927734375,158.0991973876953,174.99537658691406,177.82704162597656,0
-0.029618083,-1.36477,0.03897116,-1.4216679,-0.09508964,-1.4240062,0.13561964,-1.3741231,-0.17614965,-1.375682,0.36632892,-0.99844116,-0.37256432,-1.0015589,0.8090413,-0.98908806,-0.812159,-0.9867498,1.1769291,-0.94076383,-1.2299298,-0.92049885,0.21979734,0.003897116,-0.21979734,-0.003897116,0.375682,0.6586126,-0.36009353,0.64925957,0.6375682,1.3928293,-0.56274354,1.4240062,173.72694396972656,172.9183807373047,97.1068344116211,96.7763442993164,158.29034423828125,159.1714324951172,173.76181030273438,177.46424865722656,0
-0.034348164,-1.3661202,0.034348164,-1.4231069,-0.09679937,-1.4246682,0.13114753,-1.3762685,-0.17798595,-1.3786105,0.36533958,-0.9976581,-0.37782982,-1.0023419,0.81186575,-0.9875098,-0.82435596,-0.9906323,1.1740828,-0.9422326,-1.2396566,-0.9227166,0.21857923,0.0039032006,-0.21857923,-0.0039032006,0.37470725,0.6596409,-0.35909447,0.6487119,0.6401249,1.3950039,-0.56518346,1.4262295,174.1769256591797,172.21456909179688,97.03435516357422,97.56015014648438,158.27117919921875,158.78677368164062,173.54623413085938,177.30548095703125,0
-0.018698871,-1.3689132,0.049863655,-1.4250097,-0.08102844,-1.4273471,0.14647448,-1.3774835,-0.16517335,-1.3806,0.3739774,-0.99571484,-0.36774445,-1.0042852,0.81651735,-0.98324895,-0.8102844,-0.99493575,1.1811453,-0.9263732,-1.2232177,-0.9232567,0.21815349,0.004674718,-0.21815349,-0.004674718,0.3739774,0.65913516,-0.35216206,0.6404363,0.6575769,1.3915076,-0.55161667,1.4164394,172.7478485107422,171.36270141601562,97.2398910522461,97.30081176757812,157.75405883789062,159.75375366210938,172.22439575195312,177.32049560546875,0
-0.01544998,-1.3719583,0.052529935,-1.4275782,-0.07724991,-1.4291232,0.14522982,-1.3758208,-0.1637698,-1.3789108,0.37079954,-0.9934338,-0.36770955,-1.0065663,0.809579,-0.96871376,-0.800309,-1.0027038,1.1741985,-0.8984164,-1.2050985,-0.92545384,0.21629973,0.004634994,-0.21629973,-0.004634994,0.36770955,0.6411742,-0.34298956,0.6272692,0.6550792,1.3626883,-0.53765935,1.3935883,172.31198120117188,169.70712280273438,95.574951171875,98.08184051513672,157.82054138183594,160.06971740722656,171.66319274902344,177.08340454101562,0
-0.01544998,-1.3719583,0.052529935,-1.4275782,-0.07724991,-1.4291232,0.14522982,-1.3750483,-0.1637698,-1.3789108,0.37079954,-0.9934338,-0.36461955,-1.0065663,0.806489,-0.9679413,-0.800309,-1.0034763,1.1741985,-0.8984164,-1.2066435,-0.92699885,0.21629973,0.004634994,-0.21629973,-0.004634994,0.36770955,0.6411742,-0.34298956,0.6272692,0.6550792,1.3626883,-0.53765935,1.3935883,172.64175415039062,169.7472381591797,95.45087432861328,98.01421356201172,157.82054138183594,160.24256896972656,171.66319274902344,177.08340454101562,0
-0.009456265,-1.3782506,0.06304176,-1.4357762,-0.07249803,-1.4373523,0.15760441,-1.3821907,-0.15760441,-1.3845547,0.38140267,-0.98739165,-0.37194642,-1.0126084,0.8163909,-0.96375096,-0.81008667,-1.0204886,1.1883373,-0.9007092,-1.2324665,-0.95193064,0.22379826,0.0063041765,-0.22379826,-0.0063041765,0.39085895,0.6650906,-0.34042552,0.643026,0.68715525,1.4058313,-0.535855,1.431048,173.49107360839844,169.7501678466797,95.90143585205078,99.40531158447266,156.7581024169922,161.442626953125,172.42816162109375,176.2540283203125,0
-0.012583563,-1.3684624,0.056626033,-1.4290209,-0.075501375,-1.4266614,0.15414864,-1.3802595,-0.15729453,-1.3763272,0.37750688,-0.98623675,-0.37436098,-1.0137633,0.79905623,-0.9587102,-0.81478566,-1.0255604,1.1860008,-0.89736533,-1.2316163,-0.96500194,0.22335824,0.0055053085,-0.22335824,-0.0055053085,0.3963822,0.67243415,-0.3429021,0.6504129,0.6858042,1.4022808,-0.5348014,1.4337397,174.72755432128906,170.19937133789062,95.09888458251953,100.05198669433594,156.62124633789062,161.15330505371094,172.9129180908203,176.563720703125,0
-0.012583563,-1.3692489,0.056626033,-1.4298073,-0.075501375,-1.4274479,0.15414864,-1.381046,-0.15729453,-1.3771137,0.37750688,-0.98623675,-0.37436098,-1.0137633,0.79905623,-0.9602831,-0.8116398,-1.0263468,1.1860008,-0.89893824,-1.2300433,-0.9681479,0.22335824,0.004718836,-0.22335824,-0.004718836,0.3963822,0.67164767,-0.3429021,0.64962643,0.6858042,1.4014943,-0.5348014,1.4329532,174.51454162597656,170.4327392578125,95.31871795654297,100.15945434570312,156.61434936523438,161.1355743408203,172.9129180908203,176.5880889892578,0
-0.021943573,-1.36442,0.043887146,-1.4231975,-0.0846395,-1.4200627,0.13793103,-1.3730408,-0.1630094,-1.3667711,0.36363637,-0.9858934,-0.37617555,-1.0141066,0.78369904,-0.95846397,-0.81191224,-1.033699,1.169279,-0.89811915,-1.2288401,-0.9858934,0.21943574,0.004702194,-0.21943574,-0.004702194,0.38871473,0.6645768,-0.34796238,0.6504702,0.677116,1.3934169,-0.5391849,1.4247649,174.84117126464844,170.8843994140625,94.54631805419922,101.40087890625,157.32969665527344,160.07473754882812,172.7992706298828,177.2265167236328,0
-0.021909233,-1.3654147,0.043818466,-1.4233177,-0.08450704,-1.4217527,0.13771518,-1.3732394,-0.1627543,-1.3677621,0.3630673,-0.9859155,-0.37558687,-1.0140845,0.7824726,-0.9593114,-0.81064165,-1.0359937,1.1674491,-0.899061,-1.2253522,-0.9882629,0.21909232,0.003912363,-0.21909232,-0.003912363,0.3881064,0.6627543,-0.34741783,0.6455399,0.6760563,1.3888888,-0.53834116,1.4170579,174.73464965820312,170.55149841308594,94.64631652832031,101.68914031982422,157.33615112304688,160.0166778564453,172.75706481933594,177.27774047851562,0
-0.020440252,-1.3632076,0.045597482,-1.422956,-0.083333336,-1.4198114,0.1399371,-1.3742138,-0.16509435,-1.3679246,0.36320755,-0.9866352,-0.3789308,-1.0133648,0.7845912,-0.956761,-0.8128931,-1.0377358,1.1745284,-0.8954403,-1.2295598,-0.990566,0.21855345,0.003144654,-0.21855345,-0.003144654,0.39150944,0.6666667,-0.35062894,0.6650943,0.6808176,1.4025158,-0.5393082,1.4308176,175.11813354492188,170.32681274414062,94.25955200195312,102.23501586914062,157.0753936767578,159.7990264892578,173.1469268798828,177.3379364013672,0
-0.020456333,-1.3634933,0.04563336,-1.4240755,-0.0833989,-1.4225019,0.14004721,-1.375295,-0.16522424,-1.3721479,0.36349332,-0.9866247,-0.37922895,-1.0133753,0.7852085,-0.9559402,-0.81353265,-1.0393391,1.1723052,-0.89614475,-1.2289536,-0.99291897,0.21872541,0.0031471283,-0.21872541,-0.0031471283,0.39181748,0.66561764,-0.3509048,0.66561764,0.6813533,1.4036192,-0.5397325,1.4319433,175.38038635253906,170.20281982421875,94.15972137451172,102.4488296508789,157.03565979003906,159.79214477539062,173.22174072265625,177.3379364013672,0
-0.02208202,-1.365142,0.04731861,-1.4250789,-0.0851735,-1.4235016,0.14195584,-1.3761829,-0.16403785,-1.3714511,0.3659306,-0.98501575,-0.3785489,-1.0149843,0.7949527,-0.95583594,-0.81388015,-1.0386435,1.1798108,-0.8951104,-1.2318612,-0.99526817,0.22082019,0.0023659307,-0.22082019,-0.0023659307,0.3911672,0.6648265,-0.34700316,0.6679811,0.6845426,1.4061514,-0.53943217,1.4376972,174.9243621826172,170.96456909179688,94.46964263916016,101.96427154541016,157.21861267089844,160.4862060546875,172.829833984375,176.62408447265625,0
-0.022116903,-1.3609794,0.047393367,-1.421801,-0.08530806,-1.4202212,0.1421801,-1.3744075,-0.164297,-1.3720379,0.36334914,-0.98578197,-0.37914693,-1.014218,0.79620856,-0.9549763,-0.8088468,-1.0379146,1.178515,-0.892575,-1.2338073,-0.9968404,0.22116904,0.0031595577,-0.22116904,-0.0031595577,0.39178514,0.66824645,-0.34755135,0.66824645,0.685624,1.4107425,-0.5434439,1.4423381,174.8004913330078,171.32278442382812,94.11058807373047,102.03714752197266,157.43069458007812,160.458984375,172.7969970703125,176.4591064453125,0
-0.020537125,-1.3601896,0.048973143,-1.421801,-0.083728276,-1.4194313,0.14375988,-1.3751975,-0.16271722,-1.371248,0.3649289,-0.98578197,-0.37756714,-1.014218,0.79462874,-0.9557662,-0.807267,-1.0387046,1.1769352,-0.89099526,-1.2290679,-0.99763036,0.21958926,0.0031595577,-0.21958926,-0.0031595577,0.39336494,0.6666667,-0.34597155,0.6698262,0.68720376,1.4091628,-0.54186416,1.4407583,174.3800048828125,171.17665100097656,94.36482238769531,102.14214324951172,156.96298217773438,160.4834442138672,173.08546447753906,176.37889099121094,0
-0.02055336,-1.3596838,0.045849804,-1.4197628,-0.08379447,-1.4166008,0.14387351,-1.373913,-0.16284585,-1.3675889,0.3652174,-0.9849802,-0.3778656,-1.0150198,0.7920949,-0.95652175,-0.8047431,-1.0387352,1.1715415,-0.8901186,-1.2284585,-0.99762845,0.21976285,0.0031620553,-0.21976285,-0.0031620553,0.3936759,0.66719365,-0.34624505,0.67035574,0.68774706,1.4102767,-0.5422925,1.4418973,173.88780212402344,171.27896118164062,94.55972290039062,102.06048583984375,156.9497833251953,160.4834442138672,173.08546447753906,176.37889099121094,0
-0.020512821,-1.3601578,0.04575937,-1.4209073,-0.08362919,-1.4177514,0.14043392,-1.37357,-0.16252466,-1.3672584,0.36449704,-0.9846154,-0.37712032,-1.0153847,0.7810651,-0.95384616,-0.8063116,-1.043787,1.1629192,-0.88994086,-1.2276134,-1.0035503,0.21932939,0.0031558184,-0.21932939,-0.0031558184,0.3928994,0.6627219,-0.34556213,0.6627219,0.6863905,1.4027613,-0.5412229,1.4343195,174.72372436523438,170.7583465576172,94.1362075805664,102.64633178710938,156.8958282470703,160.40538024902344,173.11087036132812,176.5052490234375,0
-0.023687327,-1.3596526,0.042637188,-1.4196604,-0.086853534,-1.4165021,0.1405448,-1.3714962,-0.16581129,-1.3659692,0.3584682,-0.98302406,-0.3805764,-1.0169759,0.7816818,-0.951441,-0.8069483,-1.0438216,1.1669956,-0.8882748,-1.2333201,-1.0051322,0.21950257,0.0031583102,-0.21950257,-0.0031583102,0.39005134,0.6648243,-0.3489933,0.66324514,0.6837742,1.4054481,-0.5448085,1.4370311,174.95791625976562,171.21237182617188,93.75299835205078,102.63036346435547,157.52536010742188,159.97610473632812,172.821044921875,176.79507446289062,0
-0.023696683,-1.3617693,0.04265403,-1.421801,-0.08688784,-1.4186414,0.14060031,-1.3728278,-0.16587678,-1.3665087,0.3586098,-0.9842022,-0.37756714,-1.0157977,0.77883095,-0.95418644,-0.8041074,-1.0458136,1.1674565,-0.8902054,-1.2290679,-1.0094787,0.21958926,0.0031595577,-0.21958926,-0.0031595577,0.39336494,0.66508687,-0.3491311,0.66192734,0.68404424,1.4044234,-0.5450237,1.436019,174.73660278320312,171.08767700195312,93.92893981933594,102.89230346679688,157.27552795410156,160.1112060546875,173.2469940185547,176.82052612304688,0
-0.026845638,-1.3612317,0.042637188,-1.4212396,-0.086853534,-1.4165021,0.1405448,-1.3722858,-0.16581129,-1.36439,0.36162654,-0.98302406,-0.37741807,-1.0169759,0.7816818,-0.95380974,-0.80379,-1.0461903,1.170154,-0.8890644,-1.2270036,-1.0106593,0.21950257,0.0031583102,-0.21950257,-0.0031583102,0.39320964,0.6648243,-0.3489933,0.66166604,0.6837742,1.4038689,-0.5448085,1.435452,174.51608276367188,171.28128051757812,94.22227478027344,102.77311706542969,157.08935546875,160.12478637695312,173.2469940185547,176.82052612304688,0
-0.030087095,-1.365004,0.03958828,-1.4243864,-0.09026128,-1.4204276,0.13776723,-1.3745052,-0.16627078,-1.3665875,0.3594616,-0.9833729,-0.38163105,-1.0166271,0.7806809,-0.9556611,-0.8123515,-1.0490894,1.1670625,-0.89073634,-1.2335708,-1.0126683,0.22011085,0.0031670625,-0.22011085,-0.0031670625,0.3942993,0.6666667,-0.35312748,0.6634996,0.682502,1.4077593,-0.5494853,1.4394299,174.2255096435547,170.74803161621094,94.27591705322266,103.3654556274414,157.25013732910156,159.66087341308594,173.45936584472656,177.0824737548828,0
-0.03309693,-1.3632782,0.036249015,-1.4223799,-0.092986606,-1.4184397,0.13396375,-1.3735224,-0.16863672,-1.3648542,0.35460994,-0.98345155,-0.38297874,-1.0165485,0.77698976,-0.9566588,-0.8148148,-1.0488573,1.1646966,-0.89046496,-1.2308905,-1.0118203,0.21907014,0.0031520883,-0.21907014,-0.0031520883,0.3892829,0.6603625,-0.35460994,0.65563434,0.6761229,1.3963751,-0.54688734,1.427896,173.94076538085938,170.6344451904297,94.19276428222656,103.46630859375,157.65750122070312,159.18655395507812,173.22821044921875,177.6447296142578,0
